0.0,0.0,0.0,-0.15145391,-0.13110292,-0.003103276,-0.25394204,-0.31063,-0.027073428,-0.34714445,-0.43882915,-0.06780857,-0.442425,-0.54046094,-0.10761353,-0.116171174,-0.586684,0.023182398,-0.26364473,-0.69514364,-0.064244315,-0.37210932,-0.6716512,-0.15265837,-0.44196624,-0.60951155,-0.20109582,-0.07242712,-0.62166756,-0.015445703,-0.13219537,-0.88040257,-0.08532879,-0.25326362,-0.9428401,-0.1377986,-0.35837594,-0.9196979,-0.16038288,-0.012156535,-0.60686773,-0.06350839,-0.027442908,-0.88098437,-0.12272237,-0.15806107,-0.9507827,-0.14189427,-0.25992808,-0.93743694,-0.13701707,0.042392068,-0.5564524,-0.114748515,0.05527162,-0.76551944,-0.13497196,-0.037356004,-0.8149762,-0.12088788,-0.12616126,-0.7964456,-0.10138377,PINCH
0.0,0.0,0.0,-0.17991553,-0.03394158,-0.0119314995,-0.33295327,-0.26706028,-0.015971638,-0.46392512,-0.4145132,-0.03788667,-0.6030593,-0.4769403,-0.054308705,-0.23614942,-0.6066867,0.05345564,-0.42919856,-0.6516901,-0.044362668,-0.56966496,-0.62619776,-0.13712174,-0.6599876,-0.56483895,-0.18253438,-0.15705518,-0.69136363,0.017126676,-0.25638634,-0.96389306,-0.06889135,-0.33019295,-0.9386609,-0.09943972,-0.35736838,-0.8250756,-0.08500811,-0.06632542,-0.7258844,-0.03347794,-0.12525612,-0.97372407,-0.096729636,-0.18122198,-0.8719871,-0.063163914,-0.16020243,-0.7335673,-0.004769742,0.024363577,-0.7147322,-0.09324705,-0.0103587,-0.91663694,-0.111516915,-0.082927324,-0.8541827,-0.060779057,-0.09519677,-0.73668945,7.021129e-05,PINCH
0.0,0.0,0.0,-0.24873094,-0.16577284,-0.00047138383,-0.40046698,-0.4024038,-0.024750864,-0.5217597,-0.5502655,-0.069984734,-0.64999896,-0.6300417,-0.10475754,-0.3060109,-0.72021866,0.06004403,-0.4849092,-0.7937626,-0.026527407,-0.5985891,-0.731512,-0.0892949,-0.70216155,-0.7005533,-0.12725642,-0.23212975,-0.7662902,0.012219614,-0.4401812,-0.767554,-0.06931157,-0.3752664,-0.5422898,-0.081714235,-0.2806393,-0.5130367,-0.07769987,-0.13909829,-0.76732296,-0.051258754,-0.354164,-0.74020576,-0.11413554,-0.2955603,-0.5217361,-0.06643014,-0.20387061,-0.50218034,-0.02848419,-0.05094857,-0.7331259,-0.123375826,-0.24349293,-0.7138919,-0.14638439,-0.22278619,-0.55946136,-0.10012056,-0.14990531,-0.5357031,-0.06338441,PINCH
0.0,0.0,0.0,-0.2510128,-0.16699684,-0.0012996407,-0.40247595,-0.40313596,-0.024284473,-0.51920074,-0.55107677,-0.066301584,-0.6504052,-0.64633554,-0.09865675,-0.27245682,-0.7460782,0.044334177,-0.4536162,-0.7903351,-0.036252595,-0.5875711,-0.72759646,-0.10329839,-0.70944566,-0.68914294,-0.14754252,-0.19545661,-0.7874272,-0.0037387153,-0.41021222,-0.6903759,-0.07563167,-0.34119558,-0.4906514,-0.100130774,-0.2472945,-0.45469204,-0.11186507,-0.113501005,-0.7602473,-0.06458501,-0.34250477,-0.63931763,-0.117450185,-0.265614,-0.45791146,-0.08505152,-0.16601287,-0.44741955,-0.06360109,-0.044324897,-0.6959402,-0.13458335,-0.24789417,-0.62187874,-0.15963534,-0.22077852,-0.48758626,-0.12458753,-0.1504012,-0.46478897,-0.09736205,PINCH
0.0,0.0,0.0,-0.24624638,-0.1346915,-0.0047703334,-0.4060123,-0.35129422,-0.0293871,-0.5365769,-0.4858061,-0.07285512,-0.67181206,-0.56226975,-0.10862035,-0.3175402,-0.6956421,0.049643744,-0.49983296,-0.7375782,-0.036876034,-0.62217236,-0.6863888,-0.10288819,-0.7419074,-0.65430665,-0.14647923,-0.23671187,-0.75219315,0.001294316,-0.46040383,-0.6928652,-0.08996002,-0.3833379,-0.4707314,-0.11364921,-0.29480377,-0.43704176,-0.116270274,-0.13880482,-0.75186753,-0.061233267,-0.36444023,-0.6588213,-0.13694774,-0.2877752,-0.45169872,-0.09889581,-0.19945733,-0.43910658,-0.06406113,-0.046152007,-0.7029027,-0.1314325,-0.2465033,-0.63306,-0.16876447,-0.21690819,-0.49342272,-0.13183074,-0.14955974,-0.48154274,-0.09934684,PINCH
0.0,0.0,0.0,-0.23773274,-0.117218405,-0.017421372,-0.41458622,-0.32472065,-0.046843294,-0.55886304,-0.45705843,-0.09306691,-0.69839144,-0.53023076,-0.13108124,-0.36026776,-0.6515859,0.036071595,-0.5320035,-0.6902363,-0.057984386,-0.6456612,-0.64874506,-0.11866405,-0.76007694,-0.63080823,-0.15608968,-0.27485088,-0.7200775,-0.0071610194,-0.48015043,-0.68990713,-0.10835754,-0.38917422,-0.46890655,-0.12347706,-0.30256182,-0.46086338,-0.116399474,-0.16495706,-0.74117076,-0.06675279,-0.3635123,-0.6701692,-0.15664366,-0.28534755,-0.45546108,-0.111270376,-0.20464635,-0.46112478,-0.06696063,-0.052395705,-0.71590954,-0.13410047,-0.22614938,-0.6701979,-0.17494026,-0.2072906,-0.5193499,-0.13250327,-0.15319106,-0.51083475,-0.09547541,PINCH
0.0,0.0,0.0,0.051557895,-0.33430994,0.030719327,-0.020137507,-0.6386235,0.00329859,-0.18276629,-0.7968138,-0.037834026,-0.3336827,-0.82725996,-0.08224602,0.042450923,-0.79470146,-0.03491479,-0.23727445,-0.9667677,-0.0951893,-0.27511606,-0.8433981,-0.1317748,-0.22530471,-0.7666239,-0.15367614,-0.044925503,-0.70529413,-0.08457623,-0.33136743,-0.83435756,-0.12382005,-0.3205354,-0.7105101,-0.123817146,-0.24591273,-0.6474699,-0.12897158,-0.1521496,-0.5884359,-0.13140693,-0.39632943,-0.6752919,-0.15776937,-0.36984822,-0.5609385,-0.13548714,-0.293351,-0.51180214,-0.12630722,-0.26323465,-0.462893,-0.17717375,-0.4260581,-0.50494957,-0.19110344,-0.39798316,-0.41442388,-0.16781771,-0.33472106,-0.37426278,-0.14992307,PINCH
0.0,0.0,0.0,-0.2197309,-0.16222042,-0.04389917,-0.35468078,-0.40382528,-0.09146535,-0.4809099,-0.55006,-0.14593516,-0.6025079,-0.63244385,-0.1883275,-0.20152415,-0.72808945,-0.023606174,-0.40777573,-0.78346795,-0.14049843,-0.53163946,-0.72487885,-0.2242762,-0.6355791,-0.7206759,-0.27688524,-0.098757766,-0.75797755,-0.050693866,-0.33041626,-0.7504545,-0.15233932,-0.2797414,-0.5185391,-0.16991885,-0.19002937,-0.48342627,-0.17111783,0.007316268,-0.7188053,-0.094283834,-0.21860914,-0.68397105,-0.16988876,-0.19550793,-0.46414548,-0.11566314,-0.11827096,-0.45263484,-0.073509045,0.093237065,-0.6311366,-0.14949049,-0.09520922,-0.60279953,-0.18611047,-0.105005905,-0.46123838,-0.1447924,-0.04579581,-0.44755816,-0.110172495,PINCH
0.0,0.0,0.0,-0.20760506,-0.14712463,-0.06168322,-0.35006413,-0.37317145,-0.12620442,-0.49040377,-0.50471693,-0.19649997,-0.6203624,-0.57752895,-0.2526095,-0.19923538,-0.7379403,-0.050286014,-0.43659306,-0.7519647,-0.17490013,-0.57605356,-0.6827239,-0.25653762,-0.67530537,-0.6707169,-0.3067598,-0.095951945,-0.7624699,-0.07689703,-0.35188296,-0.6944588,-0.18402377,-0.29596722,-0.45323968,-0.19714834,-0.1886305,-0.42220283,-0.19409175,0.012049757,-0.703958,-0.121344596,-0.23850082,-0.6091827,-0.20303158,-0.21072325,-0.39236888,-0.14396352,-0.11979352,-0.38877806,-0.097283974,0.0978311,-0.59325546,-0.18003346,-0.107176974,-0.53362346,-0.22277151,-0.12416412,-0.40123424,-0.18041708,-0.06910161,-0.38399655,-0.14302868,PINCH
0.0,0.0,0.0,-0.20867948,-0.14198138,-0.053857908,-0.363893,-0.3546882,-0.11530839,-0.5022551,-0.4804242,-0.18552487,-0.6334481,-0.5665,-0.2455696,-0.2220991,-0.7288192,-0.033787508,-0.44030595,-0.7429376,-0.16152762,-0.57632935,-0.68118477,-0.25179642,-0.6888105,-0.6564474,-0.30759856,-0.11629598,-0.7581056,-0.06508628,-0.35094616,-0.6698897,-0.17885314,-0.28998086,-0.43710753,-0.203391,-0.19175486,-0.40663937,-0.20789635,-0.008631706,-0.70376605,-0.11448299,-0.24200082,-0.58871776,-0.20665549,-0.20772237,-0.37201622,-0.15901491,-0.1258848,-0.36594898,-0.118016936,0.07960743,-0.5974729,-0.17624861,-0.117347516,-0.510076,-0.22566338,-0.12240256,-0.36973694,-0.18858817,-0.06515836,-0.3592421,-0.15487607,PINCH
